"","lon","lat","ele","time"
"560",-61.3746040687,15.2908355556,"134.72","2017-04-01T02:24:19Z"
"561",-61.3745823596,15.2908436861,"134.72","2017-04-01T02:24:29Z"
"562",-61.3745440543,15.2908410877,"135.20","2017-04-01T02:24:39Z"
"563",-61.37451916,15.2908462845,"135.20","2017-04-01T02:24:49Z"
"564",-61.3745178189,15.2908515651,"135.20","2017-04-01T02:24:59Z"
"565",-61.3745319843,15.2908517327,"135.20","2017-04-01T02:25:09Z"
"566",-61.3745439705,15.2908522356,"135.20","2017-04-01T02:25:19Z"
"567",-61.3745588902,15.2908499725,"135.20","2017-04-01T02:25:29Z"
"568",-61.3745684456,15.2908451948,"135.20","2017-04-01T02:25:39Z"
"569",-61.3745749835,15.2908489667,"135.20","2017-04-01T02:25:49Z"
"570",-61.3745797612,15.2908420097,"135.20","2017-04-01T02:25:59Z"
"571",-61.3745744806,15.2908377349,"135.20","2017-04-01T02:26:09Z"
"572",-61.3745573815,15.2908396628,"135.20","2017-04-01T02:26:19Z"
"573",-61.3745363429,15.2908430155,"135.20","2017-04-01T02:26:29Z"
"574",-61.3745308109,15.2908467874,"135.20","2017-04-01T02:26:39Z"
"575",-61.3745474909,15.2908451948,"135.20","2017-04-01T02:26:49Z"
"576",-61.3745559566,15.2908434346,"135.20","2017-04-01T02:26:59Z"
"577",-61.37455713,15.2908337954,"135.20","2017-04-01T02:27:09Z"
"578",-61.3745430484,15.2908387408,"135.20","2017-04-01T02:27:19Z"
"579",-61.3745271228,15.2908446081,"135.20","2017-04-01T02:27:29Z"
"580",-61.3745314814,15.2908467036,"135.20","2017-04-01T02:27:39Z"
"581",-61.3745550346,15.2908472065,"135.20","2017-04-01T02:27:49Z"
"582",-61.3745698705,15.290846033,"135.20","2017-04-01T02:27:59Z"
"583",-61.3745598122,15.2908384893,"135.20","2017-04-01T02:28:09Z"
"584",-61.3745623268,15.2908355556,"135.20","2017-04-01T02:28:19Z"
"585",-61.3745799288,15.2908379864,"135.20","2017-04-01T02:28:29Z"
"586",-61.3745625783,15.2908399142,"135.20","2017-04-01T02:28:39Z"
"587",-61.3745422103,15.2908319514,"135.20","2017-04-01T02:28:49Z"
"588",-61.3745335769,15.2908300236,"135.20","2017-04-01T02:28:59Z"
"589",-61.3745360915,15.2908305265,"135.68","2017-04-01T02:29:09Z"
"590",-61.3745448086,15.2908380702,"135.20","2017-04-01T02:29:19Z"
"591",-61.3745396119,15.2908459492,"135.68","2017-04-01T02:29:29Z"
"592",-61.374548329,15.2908323705,"135.68","2017-04-01T02:29:39Z"
"593",-61.3745681942,15.2908295207,"135.68","2017-04-01T02:29:49Z"
"594",-61.3745677751,15.2908389084,"135.68","2017-04-01T02:29:59Z"
"595",-61.374566434,15.290840501,"135.68","2017-04-01T02:30:09Z"
"596",-61.3745706249,15.2908331249,"135.68","2017-04-01T02:30:19Z"
"597",-61.3745599799,15.2908379864,"135.68","2017-04-01T02:30:29Z"
"598",-61.3745546993,15.2908410039,"136.16","2017-04-01T02:30:39Z"
"599",-61.3745678589,15.2908451948,"136.16","2017-04-01T02:30:49Z"
"600",-61.3745536935,15.2908585221,"135.68","2017-04-01T02:30:59Z"
"601",-61.3745587226,15.290862713,"136.16","2017-04-01T02:31:09Z"
"602",-61.3745623268,15.2908653114,"136.16","2017-04-01T02:31:19Z"
"603",-61.3745699544,15.2908609528,"136.16","2017-04-01T02:31:29Z"
"604",-61.3745800965,15.2908551693,"136.64","2017-04-01T02:31:39Z"
"605",-61.3745753188,15.2908549178,"136.64","2017-04-01T02:31:49Z"
"606",-61.374557633,15.2908689994,"136.64","2017-04-01T02:31:59Z"
"607",-61.3745657634,15.290859947,"136.64","2017-04-01T02:32:09Z"
"608",-61.3745510112,15.2908630483,"137.13","2017-04-01T02:32:19Z"
"609",-61.3745442219,15.2908576,"137.13","2017-04-01T02:32:29Z"
"610",-61.3745546993,15.2908612043,"137.13","2017-04-01T02:32:39Z"
"611",-61.3745588902,15.2908607014,"137.13","2017-04-01T02:32:49Z"
"612",-61.3745501731,15.2908535767,"137.13","2017-04-01T02:32:59Z"
"613",-61.3745355885,15.290851146,"137.13","2017-04-01T02:33:09Z"
"614",-61.3745386899,15.2908623777,"137.13","2017-04-01T02:33:19Z"
"615",-61.3745463174,15.2908657305,"137.13","2017-04-01T02:33:29Z"
"616",-61.3745582197,15.2908604499,"137.13","2017-04-01T02:33:39Z"
"617",-61.3745586388,15.290864557,"137.13","2017-04-01T02:33:49Z"
"618",-61.3745526876,15.2908570971,"137.13","2017-04-01T02:33:59Z"
"619",-61.3745364267,15.2908543311,"137.13","2017-04-01T02:34:09Z"
"620",-61.3745370973,15.2908476256,"137.13","2017-04-01T02:34:19Z"
"621",-61.3745366782,15.2908392437,"137.13","2017-04-01T02:34:29Z"
"622",-61.3745273743,15.2908385731,"137.13","2017-04-01T02:34:39Z"
"623",-61.3745454792,15.2908441052,"137.13","2017-04-01T02:34:49Z"
"624",-61.3745515142,15.2908467874,"137.13","2017-04-01T02:34:59Z"
"625",-61.3745343313,15.2908430155,"137.13","2017-04-01T02:35:09Z"
"626",-61.3745408691,15.2908456977,"137.13","2017-04-01T02:35:19Z"
"627",-61.3745447248,15.2908428479,"137.13","2017-04-01T02:35:29Z"
"628",-61.3745411206,15.2908445243,"137.61","2017-04-01T02:35:39Z"
"629",-61.3745290507,15.2908399142,"137.13","2017-04-01T02:35:49Z"
"630",-61.3745187409,15.2908340469,"137.61","2017-04-01T02:35:59Z"
"631",-61.3745238539,15.2908216417,"137.61","2017-04-01T02:36:09Z"
"632",-61.3745025638,15.2908209711,"137.61","2017-04-01T02:36:19Z"
"633",-61.3744992111,15.2908261679,"137.61","2017-04-01T02:36:29Z"
"634",-61.3745304756,15.2908391599,"137.61","2017-04-01T02:36:39Z"
"635",-61.3745362591,15.2908461168,"138.09","2017-04-01T02:36:49Z"
"636",-61.3745260332,15.2908436023,"138.09","2017-04-01T02:36:59Z"
"637",-61.3745414559,15.2908342984,"138.09","2017-04-01T02:37:09Z"
"638",-61.3745606504,15.2908244077,"138.09","2017-04-01T02:37:19Z"
"639",-61.3745800965,15.2908110805,"138.57","2017-04-01T02:37:29Z"
"640",-61.3746049069,15.290796496,"138.57","2017-04-01T02:37:39Z"
"641",-61.3746110257,15.2907947358,"138.57","2017-04-01T02:37:49Z"
"642",-61.3746220898,15.290808063,"138.57","2017-04-01T02:37:59Z"
"643",-61.3746144623,15.2908047102,"138.57","2017-04-01T02:38:09Z"
"644",-61.3746167254,15.2908091526,"138.57","2017-04-01T02:38:19Z"
"645",-61.3745847065,15.2908120863,"138.57","2017-04-01T02:38:29Z"
"646",-61.3745706249,15.2908033691,"138.57","2017-04-01T02:38:39Z"
"647",-61.3745709602,15.2908054646,"139.05","2017-04-01T02:38:49Z"
"648",-61.3745801803,15.2908093203,"138.57","2017-04-01T02:38:59Z"
"649",-61.3745969441,15.2908077277,"138.57","2017-04-01T02:39:09Z"
"650",-61.3745934237,15.2908116672,"138.57","2017-04-01T02:39:19Z"
"651",-61.374566853,15.2908024471,"138.57","2017-04-01T02:39:29Z"
"652",-61.3745620754,15.2907989267,"138.57","2017-04-01T02:39:39Z"
"653",-61.3745624106,15.2908045426,"138.57","2017-04-01T02:39:49Z"
"654",-61.3745531067,15.2908060513,"138.57","2017-04-01T02:39:59Z"
"655",-61.3745438028,15.2908070572,"139.05","2017-04-01T02:40:09Z"
"656",-61.3745320681,15.2908030339,"138.57","2017-04-01T02:40:19Z"
"657",-61.3745193277,15.2908138465,"138.57","2017-04-01T02:40:29Z"
"658",-61.3745051622,15.2908203006,"138.57","2017-04-01T02:40:39Z"
"659",-61.3745095208,15.2908239886,"138.57","2017-04-01T02:40:43Z"
